CUSTOMERID,RECENCYDAYS,FREQUENCY,MONETARY,R_SCORE,F_SCORE,M_SCORE,RFM_SEGMENT
16049,40,3,1111.79,3,3,3,02_Loyal Customers
16050,173,1,137.9,1,2,1,08_Lost Customers
16052,54,1,362.06,2,1,2,09_Other Segments
16053,32,2,1511.95,3,2,3,07_Needs Attention
16054,145,1,783.9,1,1,3,09_Other Segments
16055,220,1,134.8,1,1,1,08_Lost Customers
16056,45,1,664.85,3,1,2,09_Other Segments
16057,16,7,2263.12,4,4,4,01_Champions
16059,65,6,1459.86,2,4,3,06_At Risk
16062,9,4,1153.62,4,3,3,02_Loyal Customers
16063,260,1,335.32,1,1,2,08_Lost Customers
16065,365,1,372.09,1,1,2,08_Lost Customers
16066,16,5,1521.87,4,4,3,02_Loyal Customers
16070,22,2,852.15,3,3,3,02_Loyal Customers
16071,44,1,326.24,3,1,2,09_Other Segments
16072,288,1,584.32,1,2,2,08_Lost Customers
16073,297,1,122.4,1,1,1,08_Lost Customers
16076,3,10,2234.73,4,4,4,01_Champions
16078,283,1,79.2,1,1,1,08_Lost Customers
16079,16,3,1352,4,3,3,02_Loyal Customers
16080,81,2,217.16,2,2,1,09_Other Segments
16081,56,5,2806.9,2,4,4,03_Promising
16083,100,2,1317.62,2,2,3,07_Needs Attention
16084,299,1,436.18,1,1,2,08_Lost Customers
16085,23,5,981.51,3,4,3,02_Loyal Customers
16086,59,5,1121.39,2,4,3,06_At Risk
16091,154,2,315.06,1,2,2,08_Lost Customers
16092,114,3,817.86,2,3,3,06_At Risk
16093,106,1,17,2,1,1,09_Other Segments
16094,11,4,1078.23,4,3,3,02_Loyal Customers
16096,264,1,320.62,1,1,2,08_Lost Customers
16097,240,1,185.05,1,2,1,08_Lost Customers
16098,87,7,2005.63,2,4,4,03_Promising
16099,50,3,731.9,3,3,3,02_Loyal Customers
16101,70,1,1290.7,2,1,3,09_Other Segments
16102,42,3,1842.14,3,3,4,02_Loyal Customers
16103,7,6,1429.64,4,4,3,02_Loyal Customers
16104,61,1,302.36,2,1,1,09_Other Segments
16105,248,1,336.96,1,2,2,08_Lost Customers
16106,65,1,108.38,2,1,1,09_Other Segments
16107,17,7,3204.16,3,4,4,02_Loyal Customers
16108,84,1,842.5,2,2,3,07_Needs Attention
16109,218,2,611.88,1,2,2,08_Lost Customers
16110,45,3,1337.48,3,3,3,02_Loyal Customers
16112,143,4,195.74,1,3,1,09_Other Segments
16113,183,1,161.38,1,1,1,08_Lost Customers
16114,170,1,135.75,1,1,1,08_Lost Customers
16115,9,8,1667.97,4,4,4,01_Champions
16116,211,1,612.78,1,1,2,08_Lost Customers
16117,189,1,232.21,1,1,1,08_Lost Customers
16119,8,2,423.36,4,2,2,03_Promising
16120,59,4,1309.14,2,3,3,06_At Risk
16121,57,2,867.11,2,2,3,07_Needs Attention
16122,73,4,684.42,2,3,3,06_At Risk
16123,51,1,307.78,2,2,2,07_Needs Attention
16124,317,1,249,1,2,1,08_Lost Customers
16125,367,1,289.35,1,1,1,08_Lost Customers
16126,29,4,6287.77,3,3,4,02_Loyal Customers
16127,39,1,656.25,3,1,2,09_Other Segments
16128,17,5,1880.22,3,4,4,02_Loyal Customers
16131,51,6,3506.54,2,4,4,03_Promising
16133,3,33,14589.04,4,4,4,01_Champions
16134,21,2,618.09,3,3,2,07_Needs Attention
16135,262,1,517.55,1,1,2,08_Lost Customers
16136,59,3,709.38,2,3,3,06_At Risk
16139,18,3,635.41,3,3,2,07_Needs Attention
16140,65,2,725.18,2,2,3,07_Needs Attention
16141,88,1,620.4,2,2,2,07_Needs Attention
16142,249,1,535.34,1,2,2,08_Lost Customers
16143,3,6,2424.94,4,4,4,01_Champions
16144,246,1,175.2,1,2,1,08_Lost Customers
16145,8,11,3799.49,4,4,4,01_Champions
16146,157,3,734.13,1,3,3,06_At Risk
16147,133,1,375,2,1,2,09_Other Segments
16148,296,1,76.32,1,2,1,08_Lost Customers
16149,4,2,280.52,4,2,1,09_Other Segments
16150,42,5,2053.02,3,4,4,02_Loyal Customers
16152,268,1,1829.04,1,1,4,09_Other Segments
16153,49,5,1824.23,3,4,4,02_Loyal Customers
16156,8,9,3122.04,4,4,4,01_Champions
16157,15,3,656.69,4,3,2,03_Promising
16159,281,1,348.2,1,1,2,08_Lost Customers
16160,65,2,1025.44,2,3,3,06_At Risk
16161,1,19,5575.56,4,4,4,01_Champions
16162,252,1,37.4,1,1,1,08_Lost Customers
16163,232,2,856.6,1,2,3,09_Other Segments
16164,17,3,822.48,4,3,3,02_Loyal Customers
16168,10,27,3787.6,4,4,4,01_Champions
16169,8,4,1822.97,4,3,4,02_Loyal Customers
16170,50,6,1885.05,2,4,4,03_Promising
16171,59,1,73.2,2,2,1,09_Other Segments
16172,95,5,1140.21,2,3,3,06_At Risk
16173,15,6,1418.32,4,4,3,02_Loyal Customers
16174,126,3,1009.55,2,3,3,06_At Risk
16175,94,4,1037.59,2,3,3,06_At Risk
16177,50,1,331.95,3,2,2,07_Needs Attention
16178,138,1,197.9,2,1,1,09_Other Segments
16179,60,1,215.83,2,2,1,09_Other Segments
16180,100,8,10254.18,2,4,4,03_Promising
16181,73,1,305.54,2,1,1,09_Other Segments
16182,72,4,6617.65,2,3,4,06_At Risk
16183,67,1,338.71,2,1,2,09_Other Segments
16184,64,6,1158.79,2,4,3,06_At Risk
16185,16,2,529.41,4,2,2,03_Promising
16186,22,12,4006.94,3,4,4,02_Loyal Customers
16187,31,15,6911.44,3,4,4,02_Loyal Customers
16188,44,4,981.86,3,3,3,02_Loyal Customers
16189,15,2,215.48,4,2,1,09_Other Segments
16190,40,1,215.08,3,1,1,09_Other Segments
16191,2,13,5180.52,4,4,4,01_Champions
16193,236,1,314.45,1,1,2,08_Lost Customers
16198,75,1,400.68,2,1,2,09_Other Segments
16200,4,2,1080.62,4,2,3,03_Promising
16201,3,4,1863.47,4,3,4,02_Loyal Customers
16202,360,1,365.27,1,2,2,08_Lost Customers
16203,58,4,592.9,2,3,2,07_Needs Attention
16204,23,1,405.71,3,2,2,07_Needs Attention
16205,30,4,761.38,3,3,3,02_Loyal Customers
16206,54,4,537.06,2,3,2,07_Needs Attention
16207,25,1,394.38,3,2,2,07_Needs Attention
16208,44,2,664.26,3,2,2,07_Needs Attention
16209,88,5,2262.62,2,4,4,03_Promising
16210,1,18,21086.3,4,4,4,01_Champions
16211,88,1,547.02,2,1,2,09_Other Segments
16212,19,2,690.34,3,2,3,07_Needs Attention
16213,78,1,159,2,1,1,09_Other Segments
16214,170,3,1062.75,1,3,3,06_At Risk
16215,80,1,242.35,2,1,1,09_Other Segments
16216,267,1,914.93,1,2,3,09_Other Segments
16217,235,2,304.25,1,2,1,08_Lost Customers
16218,29,7,3084.68,3,4,4,02_Loyal Customers
16221,36,3,864.86,3,3,3,02_Loyal Customers
16222,318,1,846.72,1,2,3,09_Other Segments
16224,57,4,1295.3,2,3,3,06_At Risk
16225,44,5,1096.32,3,4,3,02_Loyal Customers
16226,203,3,255.12,1,3,1,09_Other Segments
16227,225,1,314.22,1,1,2,08_Lost Customers
16229,87,2,1010.6,2,2,3,07_Needs Attention
16230,189,2,542.03,1,2,2,08_Lost Customers
16232,43,4,990.88,3,3,3,02_Loyal Customers
16233,71,3,536.68,2,3,2,07_Needs Attention
16235,40,5,867.31,3,4,3,02_Loyal Customers
16236,78,1,432.2,2,1,2,09_Other Segments
16239,56,2,414.2,2,2,2,07_Needs Attention
16240,24,2,3718.8,3,3,4,02_Loyal Customers
16241,9,13,2607.87,4,4,4,01_Champions
16242,8,7,3603.21,4,4,4,01_Champions
16243,33,2,409.1,3,3,2,07_Needs Attention
16244,211,2,1522.75,1,2,3,09_Other Segments
16245,23,3,1413.66,3,3,3,02_Loyal Customers
16247,170,1,114.56,1,1,1,08_Lost Customers
16248,61,1,152.94,2,2,1,09_Other Segments
16249,52,5,1800.07,2,3,4,06_At Risk
16250,261,2,389.44,1,2,2,08_Lost Customers
16253,66,2,3683.86,2,2,4,09_Other Segments
16255,16,8,2619.91,4,4,4,01_Champions
16256,266,1,752.43,1,1,3,09_Other Segments
16257,176,1,46.95,1,1,1,08_Lost Customers
16258,45,5,5203.51,3,4,4,02_Loyal Customers
16260,50,1,1035.45,3,1,3,09_Other Segments
16261,17,4,746.83,4,3,3,02_Loyal Customers
16265,9,9,5447,4,4,4,01_Champions
16266,73,7,861.89,2,4,3,06_At Risk
16268,71,2,667.65,2,2,2,07_Needs Attention
16270,353,1,1141.24,1,1,3,09_Other Segments
16271,2,5,1429.24,4,4,3,02_Loyal Customers
16272,116,1,411.7,2,1,2,09_Other Segments
16274,373,1,357.95,1,1,2,08_Lost Customers
16275,196,1,559.87,1,1,2,08_Lost Customers
16276,176,1,810.6,1,2,3,09_Other Segments
16278,100,1,566.38,2,1,2,09_Other Segments
16279,21,3,1509.58,3,3,3,02_Loyal Customers
16281,72,1,2062.06,2,1,4,09_Other Segments
16282,339,1,168.3,1,1,1,08_Lost Customers
16283,5,5,1570.81,4,4,3,02_Loyal Customers
16284,31,2,823.97,3,2,3,07_Needs Attention
16287,169,1,142.5,1,2,1,08_Lost Customers
16292,121,1,302.25,2,1,1,09_Other Segments
16293,21,10,2248.99,3,4,4,02_Loyal Customers
16295,9,4,1328.55,4,3,3,02_Loyal Customers
16297,268,1,301.9,1,2,1,08_Lost Customers
16298,22,3,598.2,3,3,2,07_Needs Attention
16302,126,1,233.22,2,1,1,09_Other Segments
16303,25,3,5360.63,3,3,4,02_Loyal Customers
16305,138,1,361.22,2,1,2,09_Other Segments
16306,213,6,632.27,1,4,2,09_Other Segments
16308,37,4,2560,3,3,4,02_Loyal Customers
16309,106,2,706.57,2,2,3,07_Needs Attention
16311,17,2,616.26,4,2,2,03_Promising
16313,3,2,274.15,4,2,1,09_Other Segments
16315,330,1,226.37,1,1,1,08_Lost Customers
16316,64,8,2938.91,2,4,4,03_Promising
16317,119,3,1341.65,2,3,3,06_At Risk
16318,35,1,328.15,3,1,2,09_Other Segments
16319,217,1,404.4,1,2,2,08_Lost Customers
16320,172,2,1038.46,1,2,3,09_Other Segments
16321,72,5,373.65,2,4,2,09_Other Segments
16322,1,2,326.75,4,2,2,03_Promising
16323,196,1,207.5,1,1,1,08_Lost Customers
16324,128,3,428.68,2,3,2,07_Needs Attention
16325,46,3,594.24,3,3,2,07_Needs Attention
16326,5,14,3110.96,4,4,4,01_Champions
16327,14,6,3844.22,4,4,4,01_Champions
16330,17,3,251.91,4,3,1,09_Other Segments
16332,28,7,1593.2,3,4,3,02_Loyal Customers
16333,7,22,26626.8,4,4,4,01_Champions
16337,36,1,151.05,3,1,1,09_Other Segments
16338,157,1,214.8,1,2,1,08_Lost Customers
16339,284,1,109.95,1,2,1,08_Lost Customers
16340,107,1,549.07,2,1,2,09_Other Segments
16341,24,4,1971.87,3,3,4,02_Loyal Customers
16342,75,4,322.41,2,3,2,07_Needs Attention
16343,16,2,370.48,4,2,2,03_Promising
16344,158,1,101.1,1,1,1,08_Lost Customers
16345,44,1,575.41,3,1,2,09_Other Segments
16347,11,2,887.65,4,2,3,03_Promising
16348,32,7,1469.45,3,4,3,02_Loyal Customers
16349,290,1,53.5,1,1,1,08_Lost Customers
16350,21,4,1116.47,3,3,3,02_Loyal Customers
16351,332,1,153.9,1,1,1,08_Lost Customers
16352,17,2,494.44,4,3,2,03_Promising
16353,3,23,6675.71,4,4,4,01_Champions
16354,63,2,395.8,2,2,2,07_Needs Attention
16356,197,3,211.77,1,3,1,09_Other Segments
16357,33,3,658.88,3,3,2,07_Needs Attention
16358,1,4,2027.5,4,3,4,02_Loyal Customers
16359,7,9,1750.92,4,4,4,01_Champions
16360,4,6,3512.53,4,4,4,01_Champions
16361,9,4,896.66,4,3,3,02_Loyal Customers
16362,32,5,734.77,3,3,3,02_Loyal Customers
16363,53,1,109.36,2,1,1,09_Other Segments
16364,11,2,707.04,4,2,3,03_Promising
16365,17,9,1540.42,4,4,3,02_Loyal Customers
16366,18,1,327.3,3,1,2,09_Other Segments
16367,37,2,804.49,3,2,3,07_Needs Attention
16368,2,2,497.43,4,3,2,03_Promising
16369,18,3,1553.66,3,3,3,02_Loyal Customers
16370,82,4,1320.56,2,3,3,06_At Risk
16372,33,2,367.93,3,2,2,07_Needs Attention
16374,66,2,473.03,2,2,2,07_Needs Attention
16376,8,2,987.01,4,2,3,03_Promising
16377,267,1,676.2,1,1,3,09_Other Segments
16378,247,3,362.95,1,3,2,09_Other Segments
16379,4,4,2157.4,4,3,4,02_Loyal Customers
16380,61,1,1780.59,2,1,4,09_Other Segments
16383,74,2,668.36,2,2,2,07_Needs Attention
16384,89,2,584.5,2,2,2,07_Needs Attention
16385,60,3,555.89,2,3,2,07_Needs Attention
16386,28,2,317.2,3,2,2,07_Needs Attention
16387,322,1,94.36,1,1,1,08_Lost Customers
16389,53,4,1382.07,2,3,3,06_At Risk
16392,269,1,221.19,1,1,1,08_Lost Customers
16393,2,13,3046.21,4,4,4,01_Champions
16394,56,5,1555.34,2,4,3,06_At Risk
16395,60,5,1486.9,2,4,3,06_At Risk
16398,154,2,1705.8,1,3,4,06_At Risk
16399,19,2,408.57,3,2,2,07_Needs Attention
16400,94,1,303.93,2,1,1,09_Other Segments
16401,1,12,4098.32,4,4,4,01_Champions
16402,264,2,299.6,1,2,1,08_Lost Customers
16403,312,1,177.5,1,1,1,08_Lost Customers
16404,70,1,443.05,2,2,2,07_Needs Attention
16405,302,2,167.25,1,2,1,08_Lost Customers
16406,18,1,163.07,3,1,1,09_Other Segments
16407,12,10,2126.93,4,4,4,01_Champions
16409,36,5,2028.88,3,4,4,02_Loyal Customers
16411,19,2,214.65,3,2,1,09_Other Segments
16412,53,1,151.83,2,2,1,09_Other Segments
16413,56,1,262.2,2,1,1,09_Other Segments
16414,21,2,126.25,3,3,1,09_Other Segments
16415,44,1,210.35,3,1,1,09_Other Segments
16416,26,3,1051.4,3,3,3,02_Loyal Customers
16418,44,3,675.27,3,3,3,02_Loyal Customers
16419,112,6,972.23,2,4,3,06_At Risk
16422,17,51,34684.4,4,4,4,01_Champions
16423,24,1,346.12,3,1,2,09_Other Segments
16424,191,1,133.56,1,1,1,08_Lost Customers
16425,302,1,302.7,1,1,1,08_Lost Customers
16426,2,10,1908.25,4,4,4,01_Champions
16427,263,2,241.06,1,2,1,08_Lost Customers
16429,106,1,284.55,2,1,1,09_Other Segments
16430,57,1,300.85,2,1,1,09_Other Segments
16431,213,3,642.81,1,3,2,09_Other Segments
16432,64,1,287.4,2,2,1,09_Other Segments
16433,28,1,184.26,3,2,1,09_Other Segments
16434,29,7,1522.25,3,4,3,02_Loyal Customers
16438,5,5,798.35,4,4,3,02_Loyal Customers
16440,7,5,3640.67,4,3,4,02_Loyal Customers
16441,67,2,381.2,2,2,2,07_Needs Attention
16442,1,3,616.79,4,3,2,03_Promising
16444,46,4,654.67,3,3,2,07_Needs Attention
16445,33,1,230.51,3,1,1,09_Other Segments
16446,0,2,168472.5,4,2,4,05_Big Spenders
16447,135,1,259.01,2,1,1,09_Other Segments
16448,198,1,188.89,1,1,1,08_Lost Customers
16449,197,2,707.69,1,2,3,09_Other Segments
16450,149,1,311.92,1,1,2,08_Lost Customers
16451,87,1,266.97,2,1,1,09_Other Segments
16454,44,2,6.9,3,2,1,09_Other Segments
16455,63,7,1841.18,2,4,4,03_Promising
16456,99,5,2158.37,2,4,4,03_Promising
16457,218,1,208.36,1,1,1,08_Lost Customers
16458,2,18,3482.74,4,4,4,01_Champions
16460,28,3,814.72,3,3,3,02_Loyal Customers
16461,177,1,151.42,1,1,1,08_Lost Customers
16462,73,3,136,2,3,1,09_Other Segments
16463,21,4,1422.4,3,3,3,02_Loyal Customers
16464,19,3,1314.68,3,3,3,02_Loyal Customers
16466,33,7,1603.46,3,4,3,02_Loyal Customers
16468,74,1,74.9,2,2,1,09_Other Segments
16469,23,4,650.43,3,3,2,07_Needs Attention
16470,51,4,762.39,2,3,3,06_At Risk
16471,274,1,223.95,1,1,1,08_Lost Customers
16473,164,3,316.11,1,3,2,09_Other Segments
16474,7,7,1871.5,4,4,4,01_Champions
16475,88,4,544.3,2,3,2,07_Needs Attention
16477,63,7,2494.46,2,4,4,03_Promising
16478,25,3,331,3,3,2,07_Needs Attention
16479,10,2,300.83,4,2,1,09_Other Segments
16480,75,1,769.29,2,1,3,09_Other Segments
16482,15,1,220.62,4,1,1,04_New Customers
16483,192,1,139.35,1,1,1,08_Lost Customers
16484,173,2,404.3,1,2,2,08_Lost Customers
16485,77,1,363.65,2,1,2,09_Other Segments
16488,33,3,498.8,3,3,2,07_Needs Attention
16491,46,1,731.5,3,1,3,09_Other Segments
16493,79,4,1351.63,2,3,3,06_At Risk
16494,296,1,826.53,1,2,3,09_Other Segments
16495,3,3,684.41,4,3,3,02_Loyal Customers
16496,8,3,1599.52,4,3,3,02_Loyal Customers
16497,49,6,2965.69,3,4,4,02_Loyal Customers
16498,161,2,100.97,1,2,1,08_Lost Customers
16499,360,2,365.45,1,2,2,08_Lost Customers
16500,4,6,400.86,4,4,2,09_Other Segments
16503,106,4,1431.93,2,3,3,06_At Risk
16504,25,1,484.38,3,2,2,07_Needs Attention
16505,31,1,777.6,3,1,3,09_Other Segments
16506,19,2,90.3,3,3,1,09_Other Segments
16509,296,1,363.7,1,1,2,08_Lost Customers
16510,372,1,248.1,1,1,1,08_Lost Customers
16511,21,3,950.26,3,3,3,02_Loyal Customers
16513,4,4,874.59,4,3,3,02_Loyal Customers
16515,52,5,1627.13,2,4,3,06_At Risk
16516,30,1,101.7,3,1,1,09_Other Segments
16517,277,1,162.7,1,2,1,08_Lost Customers
16518,61,2,484.32,2,2,2,07_Needs Attention
16519,25,2,215.08,3,3,1,09_Other Segments
16520,186,3,1046.57,1,3,3,06_At Risk
16523,1,21,9418.47,4,4,4,01_Champions
16525,2,26,13027.45,4,4,4,01_Champions
16526,171,1,290.36,1,2,1,08_Lost Customers
16527,81,1,228.06,2,1,1,09_Other Segments
16528,3,1,244.41,4,1,1,04_New Customers
16529,190,1,455.25,1,1,2,08_Lost Customers
16531,22,7,1244.59,3,4,3,02_Loyal Customers
16532,17,3,6748.8,4,3,4,02_Loyal Customers
16533,19,3,1095.56,3,3,3,02_Loyal Customers
16535,5,1,593.75,4,1,2,09_Other Segments
16536,110,1,548.97,2,1,2,09_Other Segments
16539,2,4,1388.81,4,3,3,02_Loyal Customers
16542,53,1,119.62,2,1,1,09_Other Segments
16545,164,1,339.3,1,1,2,08_Lost Customers
16546,290,2,787.15,1,2,3,09_Other Segments
16549,10,10,4154.64,4,4,4,01_Champions
16550,108,5,2298.97,2,4,4,03_Promising
16551,95,3,922.12,2,3,3,06_At Risk
16552,242,2,379.73,1,3,2,09_Other Segments
16553,163,12,5719.82,1,4,4,06_At Risk
16554,42,3,837.1,3,3,3,02_Loyal Customers
16555,35,2,285.89,3,2,1,09_Other Segments
16556,66,7,3313.79,2,4,4,03_Promising
16557,24,2,281.85,3,2,1,09_Other Segments
16558,0,20,8338.49,4,4,4,01_Champions
16560,26,2,841.41,3,2,3,07_Needs Attention
16561,5,2,511.12,4,2,2,03_Promising
16563,53,1,1077.74,2,2,3,07_Needs Attention
16565,364,1,173.7,1,1,1,08_Lost Customers
16566,15,5,614.66,4,4,2,09_Other Segments
16567,194,2,865.6,1,2,3,09_Other Segments
16569,3,1,124.2,4,1,1,04_New Customers
16570,15,10,3738.4,4,4,4,01_Champions
16571,26,3,1421.69,3,3,3,02_Loyal Customers
16572,127,3,1009.6,2,3,3,06_At Risk
16573,84,2,663.61,2,2,2,07_Needs Attention
16574,71,1,451.44,2,2,2,07_Needs Attention
16581,182,1,105.84,1,1,1,08_Lost Customers
16582,113,1,313.62,2,1,2,09_Other Segments
16583,373,1,233.45,1,1,1,08_Lost Customers
16584,80,2,936.08,2,2,3,07_Needs Attention
16586,248,1,463.95,1,1,2,08_Lost Customers
16587,232,1,225.15,1,1,1,08_Lost Customers
16589,71,3,459.24,2,3,2,07_Needs Attention
16591,68,1,213.5,2,1,1,09_Other Segments
16592,4,16,4113.68,4,4,4,01_Champions
16593,50,3,330.03,3,3,2,07_Needs Attention
16594,75,1,181.09,2,1,1,09_Other Segments
16595,61,1,360.16,2,1,2,09_Other Segments
16596,15,2,250.15,4,3,1,09_Other Segments
16597,4,1,90.04,4,1,1,04_New Customers
16598,285,1,145.05,1,2,1,08_Lost Customers
16600,4,6,813.52,4,4,3,02_Loyal Customers
16601,40,1,244.8,3,1,1,09_Other Segments
16602,36,1,528.08,3,1,2,09_Other Segments
16603,74,2,482.47,2,2,2,07_Needs Attention
16607,17,14,3347.71,3,4,4,02_Loyal Customers
16609,15,7,5493.46,4,4,4,01_Champions
16610,219,1,75.66,1,1,1,08_Lost Customers
16611,186,1,129.49,1,2,1,08_Lost Customers
16612,32,4,1187.66,3,3,3,02_Loyal Customers
16613,70,1,618.59,2,1,2,09_Other Segments
16614,182,1,506.19,1,1,2,08_Lost Customers
16616,15,2,500.42,4,2,2,03_Promising
16617,235,1,151.85,1,1,1,08_Lost Customers
16618,31,5,2647.59,3,4,4,02_Loyal Customers
16619,263,1,226.21,1,1,1,08_Lost Customers
16620,3,2,178.96,4,2,1,09_Other Segments
16621,51,4,813.48,2,3,3,06_At Risk
16623,245,1,129.45,1,1,1,08_Lost Customers
16624,80,2,810.57,2,2,3,07_Needs Attention
16625,274,1,333.08,1,1,2,08_Lost Customers
16626,0,17,4413.1,4,4,4,01_Champions
16627,79,1,322.8,2,1,2,09_Other Segments
16628,29,5,2188.05,3,3,4,02_Loyal Customers
16629,73,2,417.73,2,3,2,07_Needs Attention
16633,17,6,2883.1,3,4,4,02_Loyal Customers
16634,222,2,217.9,1,2,1,08_Lost Customers
16637,32,4,1154.47,3,3,3,02_Loyal Customers
16638,22,10,1680.72,3,4,4,02_Loyal Customers
16639,31,3,1257.51,3,3,3,02_Loyal Customers
16641,105,1,231.1,2,2,1,09_Other Segments
16642,4,2,688.33,4,2,3,03_Promising
16643,245,1,487.51,1,1,2,08_Lost Customers
16644,177,2,833.78,1,2,3,09_Other Segments
16647,169,2,214.06,1,2,1,08_Lost Customers
16648,42,1,290.66,3,1,1,09_Other Segments
16650,71,1,518.42,2,1,2,09_Other Segments
16652,58,7,6773.97,2,4,4,03_Promising
16653,16,2,1212.66,4,2,3,03_Promising
16654,141,4,601.27,2,3,2,07_Needs Attention
16655,17,6,3794.52,3,4,4,02_Loyal Customers
16656,22,15,8625.8,3,4,4,02_Loyal Customers
16657,9,4,933.62,4,3,3,02_Loyal Customers
16658,368,1,123.24,1,1,1,08_Lost Customers
16659,189,1,39.12,1,1,1,08_Lost Customers
16660,16,4,1267.65,4,3,3,02_Loyal Customers
16665,362,1,135.4,1,1,1,08_Lost Customers
16666,19,1,118.98,3,2,1,09_Other Segments
16667,68,2,570.13,2,2,2,07_Needs Attention
16668,15,6,306.72,4,4,1,09_Other Segments
16669,23,3,1374.87,3,3,3,02_Loyal Customers
16670,16,11,4095.9,4,4,4,01_Champions
16671,28,3,1692.27,3,3,4,02_Loyal Customers
16672,2,20,8134.94,4,4,4,01_Champions
16674,54,2,319.61,2,3,2,07_Needs Attention
16676,33,4,1592.12,3,3,3,02_Loyal Customers
16678,2,12,3109.99,4,4,4,01_Champions
16679,366,1,129.75,1,2,1,08_Lost Customers
16680,43,1,183.7,3,2,1,09_Other Segments
16681,72,6,1770.34,2,4,4,03_Promising
16682,4,5,1028,4,4,3,02_Loyal Customers
16684,4,28,66653.56,4,4,4,01_Champions
16685,61,2,324.24,2,2,2,07_Needs Attention
16686,47,7,3062.83,3,4,4,02_Loyal Customers
16688,1,4,1260.86,4,3,3,02_Loyal Customers
16689,75,2,422.6,2,2,2,07_Needs Attention
16690,72,2,225.58,2,2,1,09_Other Segments
16692,256,2,1276,1,2,3,09_Other Segments
16693,68,2,482.01,2,3,2,07_Needs Attention
16696,135,4,657.9,2,3,2,07_Needs Attention
16697,241,1,112.75,1,1,1,08_Lost Customers
16698,226,2,1998,1,2,4,09_Other Segments
16700,8,13,5076.55,4,4,4,01_Champions
16701,8,13,5398.3,4,4,4,01_Champions
16705,0,20,14034.99,4,4,4,01_Champions
16706,37,3,531.35,3,3,2,07_Needs Attention
16708,45,1,656.63,3,1,2,09_Other Segments
16709,84,5,3029.87,2,4,4,03_Promising
16710,19,10,2483.04,3,4,4,02_Loyal Customers
16711,3,5,1651.03,4,4,3,02_Loyal Customers
16712,9,11,3645.43,4,4,4,01_Champions
16713,18,15,6923.13,3,4,4,02_Loyal Customers
16714,218,3,1161.53,1,3,3,06_At Risk
16715,78,1,301.72,2,1,1,09_Other Segments
16716,266,2,901.2,1,3,3,06_At Risk
16717,23,6,3858.38,3,4,4,02_Loyal Customers
16718,369,1,623.75,1,2,2,08_Lost Customers
16719,14,7,1790.42,4,4,4,01_Champions
16720,26,1,155.24,3,1,1,09_Other Segments
16721,262,1,292.47,1,1,1,08_Lost Customers
16722,17,13,4730.81,4,4,4,01_Champions
16723,91,2,589.15,2,2,2,07_Needs Attention
16725,302,7,781.02,1,4,3,06_At Risk
16726,26,5,1382.02,3,4,3,02_Loyal Customers
16727,364,1,272.82,1,1,1,08_Lost Customers
16728,46,4,1054.67,3,3,3,02_Loyal Customers
16729,38,21,7239.92,3,4,4,02_Loyal Customers
16730,52,3,743.11,2,3,3,06_At Risk
16732,31,1,603.75,3,2,2,07_Needs Attention
16734,52,3,650.51,2,3,2,07_Needs Attention
16735,78,5,2300.56,2,4,4,03_Promising
16737,53,1,417.6,2,1,2,09_Other Segments
16738,297,1,3.75,1,1,1,08_Lost Customers
16739,176,1,323,1,1,2,08_Lost Customers
16742,46,1,464.9,3,1,2,09_Other Segments
16743,29,7,2238.09,3,4,4,02_Loyal Customers
16744,11,7,1304.76,4,4,3,02_Loyal Customers
16745,86,17,7194.3,2,4,4,03_Promising
16746,4,18,6697.66,4,4,4,01_Champions
16747,37,2,836.06,3,2,3,07_Needs Attention
16748,17,5,1515.9,4,4,3,02_Loyal Customers
16750,44,5,623.93,3,4,2,09_Other Segments
16751,30,1,1764.72,3,2,4,05_Big Spenders
16752,372,1,207.5,1,1,1,08_Lost Customers
16753,58,1,223.92,2,1,1,09_Other Segments
16754,372,1,2002.4,1,1,4,09_Other Segments
16755,114,3,1496.83,2,3,3,06_At Risk
16756,214,1,239.4,1,1,1,08_Lost Customers
16757,318,1,106.83,1,1,1,08_Lost Customers
16758,65,1,369.34,2,2,2,07_Needs Attention
16759,7,3,789.79,4,3,3,02_Loyal Customers
16761,96,1,316.62,2,1,2,09_Other Segments
16762,19,3,1501.38,3,3,3,02_Loyal Customers
16763,198,1,611.85,1,2,2,08_Lost Customers
16764,3,13,2799.25,4,4,4,01_Champions
16765,294,1,34,1,2,1,08_Lost Customers
16766,273,2,1145.6,1,2,3,09_Other Segments
16767,30,11,5580.6,3,4,4,02_Loyal Customers
16768,47,3,478.09,3,3,2,07_Needs Attention
16769,260,1,380.39,1,1,2,08_Lost Customers
16770,57,5,770.1,2,4,3,06_At Risk
16771,33,5,2246.81,3,4,4,02_Loyal Customers
16773,57,1,171.59,2,1,1,09_Other Segments
16774,67,4,661.52,2,3,2,07_Needs Attention
16775,10,11,1695.66,4,4,4,01_Champions
16776,60,1,388.28,2,1,2,09_Other Segments
16777,80,2,226.35,2,2,1,09_Other Segments
16778,74,2,245.94,2,2,1,09_Other Segments
16779,2,22,10629.72,4,4,4,01_Champions
16780,100,2,425.19,2,2,2,07_Needs Attention
16781,372,1,311.25,1,1,2,08_Lost Customers
16782,10,13,2279.9,4,4,4,01_Champions
16784,19,1,107.6,3,1,1,09_Other Segments
16788,123,2,597.48,2,2,2,07_Needs Attention
